Merchant,Booked Quarter,Quarter On Book,FICO Bucket,Line Item,Value
Merchant 2,Q3 2023,Q2 2025,Poor (300-579),Added Features,-
Merchant 2,Q3 2023,Q2 2025,Poor (300-579),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q2 2025,Poor (300-579),Card Origination,-
Merchant 2,Q3 2023,Q2 2025,Poor (300-579),CAC / New Account,-
Merchant 2,Q3 2023,Q2 2025,Poor (300-579),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q2 2025,Poor (300-579),Program Support,"($1,280)"
Merchant 2,Q3 2023,Q2 2025,Poor (300-579),Other Credits,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),New Accounts,0
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Total Accounts,"4,832"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),In-Month Active Accounts,"3,095"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Net Transaction Volume,"$8,421,800"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),On-Merchant Volume,"$5,558,400"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Off-Merchant Volume,"$2,863,400"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Outstanding Balance,"$12,558,380"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Revolve Balance,"$3,259,700"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Principal Payments,"($7,975,000)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),EoP Interest & Fees Balance,"$237,180"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Interest Revenue,"$154,020"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Interchange Revenue,"$121,110"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Fee Revenue,"$7,930"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Merchant Discount Rate,"$83,170"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Other Revenue,"$2,710"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Cost of Funds,"($154,320)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Charge Offs,"($30,200)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Recoveries / Debt Sale,"$5,150"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Payment Fees,"($12,280)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Rewards,"($144,749)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Rebates,"($16,290)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Royalties,"($51,102)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),3rd Party Fraud,"($4,200)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Servicing & Collections,"($7,370)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Acquisition Bounties,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Sign-On Bonus,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Marketing Expense,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Added Features,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Card Origination,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),CAC / New Account,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Program Support,"($5,830)"
Merchant 2,Q3 2023,Q3 2025,Exceptional (800-850),Other Credits,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),New Accounts,0
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Total Accounts,"6,063"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),In-Month Active Accounts,"3,717"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Net Transaction Volume,"$8,226,200"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),On-Merchant Volume,"$5,429,300"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Off-Merchant Volume,"$2,796,900"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Outstanding Balance,"$16,377,920"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Revolve Balance,"$5,760,500"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Principal Payments,"($7,983,800)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),EoP Interest & Fees Balance,"$588,420"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Interest Revenue,"$315,390"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Interchange Revenue,"$126,520"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Fee Revenue,"$15,040"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Merchant Discount Rate,"$81,930"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Other Revenue,"$2,760"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Cost of Funds,"($203,520)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Charge Offs,"($82,520)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Recoveries / Debt Sale,"$14,550"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Payment Fees,"($12,360)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Rewards,"($140,143)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Rebates,"($16,640)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Royalties,"($49,660)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),3rd Party Fraud,"($4,950)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Servicing & Collections,"($9,710)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Acquisition Bounties,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Sign-On Bonus,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Marketing Expense,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Added Features,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Card Origination,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),CAC / New Account,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Program Support,"($7,240)"
Merchant 2,Q3 2023,Q3 2025,Very Good (740-799),Other Credits,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),New Accounts,0
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Total Accounts,"4,271"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),In-Month Active Accounts,"2,414"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Net Transaction Volume,"$4,164,000"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),On-Merchant Volume,"$2,748,200"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Off-Merchant Volume,"$1,415,800"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Outstanding Balance,"$11,464,850"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Revolve Balance,"$4,830,400"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Principal Payments,"($3,766,900)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),EoP Interest & Fees Balance,"$748,550"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Interest Revenue,"$300,690"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Interchange Revenue,"$64,040"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Fee Revenue,"$16,070"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Merchant Discount Rate,"$40,650"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Other Revenue,"$1,760"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Cost of Funds,"($141,280)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Charge Offs,"($126,520)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Recoveries / Debt Sale,"$22,470"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Payment Fees,"($6,420)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Rewards,"($64,381)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Rebates,"($8,070)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Royalties,"($25,108)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),3rd Party Fraud,"($2,930)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Servicing & Collections,"($7,940)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Acquisition Bounties,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Sign-On Bonus,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Marketing Expense,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Added Features,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Card Origination,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),CAC / New Account,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Program Support,"($4,860)"
Merchant 2,Q3 2023,Q3 2025,Good (670-739),Other Credits,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),New Accounts,0
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Total Accounts,"2,437"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),In-Month Active Accounts,"1,226"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Net Transaction Volume,"$1,569,300"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),On-Merchant Volume,"$1,035,700"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Off-Merchant Volume,"$533,600"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Outstanding Balance,"$6,288,520"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Revolve Balance,"$3,512,200"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Principal Payments,"($1,449,100)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),EoP Interest & Fees Balance,"$744,320"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Interest Revenue,"$244,980"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Interchange Revenue,"$25,710"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Fee Revenue,"$14,380"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Merchant Discount Rate,"$15,760"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Other Revenue,"$1,000"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Cost of Funds,"($78,240)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Charge Offs,"($126,460)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Recoveries / Debt Sale,"$23,930"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Payment Fees,"($2,330)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Rewards,"($21,948)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Rebates,"($3,110)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Royalties,"($9,212)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),3rd Party Fraud,"($1,420)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Servicing & Collections,"($5,790)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Acquisition Bounties,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Sign-On Bonus,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Marketing Expense,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Added Features,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Card Origination,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),CAC / New Account,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Program Support,"($2,780)"
Merchant 2,Q3 2023,Q3 2025,Fair (580-669),Other Credits,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),New Accounts,0
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Total Accounts,997
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),In-Month Active Accounts,428
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Net Transaction Volume,"$378,200"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),On-Merchant Volume,"$249,600"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Off-Merchant Volume,"$128,600"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Outstanding Balance,"$1,946,820"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Revolve Balance,"$1,278,600"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Principal Payments,"($338,300)"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),EoP Interest & Fees Balance,"$332,320"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Interest Revenue,"$95,580"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Interchange Revenue,"$6,200"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Fee Revenue,"$7,910"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Merchant Discount Rate,"$3,780"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Other Revenue,$350
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Cost of Funds,"($24,290)"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Charge Offs,"($66,100)"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Recoveries / Debt Sale,"$11,570"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Payment Fees,($560)
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Rewards,"($4,697)"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Rebates,($780)
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Royalties,"($2,272)"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),3rd Party Fraud,($450)
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Servicing & Collections,"($2,780)"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Acquisition Bounties,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Sign-On Bonus,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Marketing Expense,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Added Features,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Card Origination,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),CAC / New Account,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Program Support,"($1,240)"
Merchant 2,Q3 2023,Q3 2025,Poor (300-579),Other Credits,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),New Accounts,0
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Total Accounts,"4,761"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),In-Month Active Accounts,"3,438"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Net Transaction Volume,"$10,973,600"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),On-Merchant Volume,"$7,078,000"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Off-Merchant Volume,"$3,895,600"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Outstanding Balance,"$14,402,390"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Revolve Balance,"$3,345,300"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Principal Payments,"($9,103,300)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),EoP Interest & Fees Balance,"$245,590"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Interest Revenue,"$158,070"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Interchange Revenue,"$158,950"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Fee Revenue,"$8,940"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Merchant Discount Rate,"$106,220"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Other Revenue,"$2,720"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Cost of Funds,"($168,500)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Charge Offs,"($35,330)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Recoveries / Debt Sale,"$5,900"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Payment Fees,"($16,620)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Rewards,"($185,587)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Rebates,"($21,950)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Royalties,"($62,940)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),3rd Party Fraud,"($5,540)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Servicing & Collections,"($7,940)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Acquisition Bounties,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Sign-On Bonus,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Marketing Expense,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Added Features,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Card Origination,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),CAC / New Account,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Program Support,"($5,630)"
Merchant 2,Q3 2023,Q4 2025,Exceptional (800-850),Other Credits,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),New Accounts,0
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Total Accounts,"5,955"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),In-Month Active Accounts,"4,040"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Net Transaction Volume,"$10,999,000"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),On-Merchant Volume,"$7,094,400"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Off-Merchant Volume,"$3,904,600"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Outstanding Balance,"$18,350,220"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Revolve Balance,"$5,820,200"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Principal Payments,"($8,956,100)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),EoP Interest & Fees Balance,"$611,820"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Interest Revenue,"$318,660"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Interchange Revenue,"$170,320"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Fee Revenue,"$16,880"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Merchant Discount Rate,"$107,320"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Other Revenue,"$3,450"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Cost of Funds,"($217,050)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Charge Offs,"($97,280)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Recoveries / Debt Sale,"$18,450"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Payment Fees,"($16,560)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Rewards,"($187,235)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Rebates,"($22,630)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Royalties,"($65,278)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),3rd Party Fraud,"($6,660)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Servicing & Collections,"($10,720)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Acquisition Bounties,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Sign-On Bonus,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Marketing Expense,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Added Features,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Card Origination,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),CAC / New Account,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Program Support,"($7,020)"
Merchant 2,Q3 2023,Q4 2025,Very Good (740-799),Other Credits,"($4,400)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),New Accounts,0
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Total Accounts,"4,139"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),In-Month Active Accounts,"2,601"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Net Transaction Volume,"$5,401,400"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),On-Merchant Volume,"$3,483,900"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Off-Merchant Volume,"$1,917,500"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Outstanding Balance,"$12,656,060"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Revolve Balance,"$4,986,800"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Principal Payments,"($4,121,500)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),EoP Interest & Fees Balance,"$793,360"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Interest Revenue,"$310,430"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Interchange Revenue,"$83,640"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Fee Revenue,"$19,010"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Merchant Discount Rate,"$51,590"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Other Revenue,"$2,180"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Cost of Funds,"($150,760)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Charge Offs,"($142,410)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Recoveries / Debt Sale,"$25,150"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Payment Fees,"($7,860)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Rewards,"($82,907)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Rebates,"($10,830)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Royalties,"($30,769)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),3rd Party Fraud,"($3,670)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Servicing & Collections,"($8,390)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Acquisition Bounties,-
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Sign-On Bonus,-
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Marketing Expense,-
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Added Features,-
Merchant 2,Q3 2023,Q4 2025,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Card Origination,-
Merchant 2,Q3 2023,Q4 2025,Good (670-739),CAC / New Account,-
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Program Support,"($4,890)"
Merchant 2,Q3 2023,Q4 2025,Good (670-739),Other Credits,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),New Accounts,0
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Total Accounts,"2,405"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),In-Month Active Accounts,"1,378"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Net Transaction Volume,"$2,072,000"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),On-Merchant Volume,"$1,336,400"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Off-Merchant Volume,"$735,600"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Outstanding Balance,"$6,778,240"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Revolve Balance,"$3,552,200"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Principal Payments,"($1,522,900)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),EoP Interest & Fees Balance,"$792,940"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Interest Revenue,"$247,770"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Interchange Revenue,"$34,160"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Fee Revenue,"$16,860"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Merchant Discount Rate,"$20,150"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Other Revenue,"$1,210"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Cost of Funds,"($81,670)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Charge Offs,"($122,300)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Recoveries / Debt Sale,"$21,140"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Payment Fees,"($3,170)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Rewards,"($28,883)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Rebates,"($4,320)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Royalties,"($12,522)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),3rd Party Fraud,"($1,900)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Servicing & Collections,"($6,430)"
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Acquisition Bounties,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Sign-On Bonus,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Marketing Expense,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Added Features,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),KYC/AML and Underwriting Costs,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Card Origination,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),CAC / New Account,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Partner Signing Bonus,-
Merchant 2,Q3 2023,Q4 2025,Fair (580-669),Program Support,"($2,880)"
