Merchant,Grain FICO,QSB,Line Item,Driver Basis,rate
Merchant 4,Good (670-739),6,Merchant Discount Rate,Net Transaction Volume,0.012278469961711627
Merchant 4,Good (670-739),7,Merchant Discount Rate,Net Transaction Volume,0.012138579353001817
Merchant 4,Good (670-739),8,Merchant Discount Rate,Net Transaction Volume,0.01206136917674949
Merchant 4,Poor (300-579),0,Merchant Discount Rate,Net Transaction Volume,0.01309569767940634
Merchant 4,Poor (300-579),1,Merchant Discount Rate,Net Transaction Volume,0.013118981213492606
Merchant 4,Poor (300-579),2,Merchant Discount Rate,Net Transaction Volume,0.012872986729956862
Merchant 4,Poor (300-579),3,Merchant Discount Rate,Net Transaction Volume,0.012749479303581179
Merchant 4,Poor (300-579),4,Merchant Discount Rate,Net Transaction Volume,0.012582404552999762
Merchant 4,Poor (300-579),5,Merchant Discount Rate,Net Transaction Volume,0.012485574373849848
Merchant 4,Poor (300-579),6,Merchant Discount Rate,Net Transaction Volume,0.012195020574421215
Merchant 4,Poor (300-579),7,Merchant Discount Rate,Net Transaction Volume,0.012202355732565036
Merchant 4,Poor (300-579),8,Merchant Discount Rate,Net Transaction Volume,0.012163416898792943
Merchant 4,Very Good (740-799),0,Merchant Discount Rate,Net Transaction Volume,0.013168554628189673
Merchant 4,Very Good (740-799),1,Merchant Discount Rate,Net Transaction Volume,0.013046229850674364
Merchant 4,Very Good (740-799),2,Merchant Discount Rate,Net Transaction Volume,0.012850310159998393
Merchant 4,Very Good (740-799),3,Merchant Discount Rate,Net Transaction Volume,0.01277863481794808
Merchant 4,Very Good (740-799),4,Merchant Discount Rate,Net Transaction Volume,0.012618167948065934
Merchant 4,Very Good (740-799),5,Merchant Discount Rate,Net Transaction Volume,0.012349479716632708
Merchant 4,Very Good (740-799),6,Merchant Discount Rate,Net Transaction Volume,0.012223773344570036
Merchant 4,Very Good (740-799),7,Merchant Discount Rate,Net Transaction Volume,0.01211568657245606
Merchant 4,Very Good (740-799),8,Merchant Discount Rate,Net Transaction Volume,0.012086434351162736
Merchant 5,Exceptional (800-850),0,Merchant Discount Rate,Net Transaction Volume,0.011896802896675955
Merchant 5,Exceptional (800-850),1,Merchant Discount Rate,Net Transaction Volume,0.011795359796991119
Merchant 5,Exceptional (800-850),2,Merchant Discount Rate,Net Transaction Volume,0.011580431697111574
Merchant 5,Exceptional (800-850),3,Merchant Discount Rate,Net Transaction Volume,0.011374900079936051
Merchant 5,Exceptional (800-850),4,Merchant Discount Rate,Net Transaction Volume,0.011076176665898711
Merchant 5,Exceptional (800-850),5,Merchant Discount Rate,Net Transaction Volume,0.010783099899404163
Merchant 5,Exceptional (800-850),6,Merchant Discount Rate,Net Transaction Volume,0.010531332744924978
Merchant 5,Exceptional (800-850),7,Merchant Discount Rate,Net Transaction Volume,0.0103654883163571
Merchant 5,Fair (580-669),0,Merchant Discount Rate,Net Transaction Volume,0.011930429912788991
Merchant 5,Fair (580-669),1,Merchant Discount Rate,Net Transaction Volume,0.011665989830295195
Merchant 5,Fair (580-669),2,Merchant Discount Rate,Net Transaction Volume,0.011628393689649697
Merchant 5,Fair (580-669),3,Merchant Discount Rate,Net Transaction Volume,0.011237710846601006
Merchant 5,Fair (580-669),4,Merchant Discount Rate,Net Transaction Volume,0.010949204056777642
Merchant 5,Fair (580-669),5,Merchant Discount Rate,Net Transaction Volume,0.010766968500890024
Merchant 5,Fair (580-669),6,Merchant Discount Rate,Net Transaction Volume,0.010616831002063747
Merchant 5,Fair (580-669),7,Merchant Discount Rate,Net Transaction Volume,0.01047940995697603
Merchant 5,Good (670-739),0,Merchant Discount Rate,Net Transaction Volume,0.011993327535322717
Merchant 5,Good (670-739),1,Merchant Discount Rate,Net Transaction Volume,0.01172589741294423
Merchant 5,Good (670-739),2,Merchant Discount Rate,Net Transaction Volume,0.011520818530623846
Merchant 5,Good (670-739),3,Merchant Discount Rate,Net Transaction Volume,0.011136521825594114
Merchant 5,Good (670-739),4,Merchant Discount Rate,Net Transaction Volume,0.011046492525053393
Merchant 5,Good (670-739),5,Merchant Discount Rate,Net Transaction Volume,0.010701345755693582
Merchant 5,Good (670-739),6,Merchant Discount Rate,Net Transaction Volume,0.010715954960696834
Merchant 5,Good (670-739),7,Merchant Discount Rate,Net Transaction Volume,0.01019864559819413
Merchant 5,Poor (300-579),0,Merchant Discount Rate,Net Transaction Volume,0.012107977512428566
Merchant 5,Poor (300-579),1,Merchant Discount Rate,Net Transaction Volume,0.011750787101316072
Merchant 5,Poor (300-579),2,Merchant Discount Rate,Net Transaction Volume,0.011480324797001874
Merchant 5,Poor (300-579),3,Merchant Discount Rate,Net Transaction Volume,0.011182291005962196
Merchant 5,Poor (300-579),4,Merchant Discount Rate,Net Transaction Volume,0.011017928361101792
Merchant 5,Poor (300-579),5,Merchant Discount Rate,Net Transaction Volume,0.01083218136577274
Merchant 5,Poor (300-579),6,Merchant Discount Rate,Net Transaction Volume,0.010550312798218641
Merchant 5,Poor (300-579),7,Merchant Discount Rate,Net Transaction Volume,0.010315186246418338
Merchant 5,Very Good (740-799),0,Merchant Discount Rate,Net Transaction Volume,0.012006496333255198
Merchant 5,Very Good (740-799),1,Merchant Discount Rate,Net Transaction Volume,0.011727570086167895
Merchant 5,Very Good (740-799),2,Merchant Discount Rate,Net Transaction Volume,0.011514308811641068
Merchant 5,Very Good (740-799),3,Merchant Discount Rate,Net Transaction Volume,0.01129586311811951
Merchant 5,Very Good (740-799),4,Merchant Discount Rate,Net Transaction Volume,0.011005332392135914
Merchant 5,Very Good (740-799),5,Merchant Discount Rate,Net Transaction Volume,0.010920272591279295
Merchant 5,Very Good (740-799),6,Merchant Discount Rate,Net Transaction Volume,0.010709875018524922
Merchant 5,Very Good (740-799),7,Merchant Discount Rate,Net Transaction Volume,0.010150550985565731
Merchant 6,Exceptional (800-850),0,Merchant Discount Rate,Net Transaction Volume,0.012715287000862796
Merchant 6,Exceptional (800-850),1,Merchant Discount Rate,Net Transaction Volume,0.012572654831705221
Merchant 6,Exceptional (800-850),2,Merchant Discount Rate,Net Transaction Volume,0.012539429061546014
Merchant 6,Exceptional (800-850),3,Merchant Discount Rate,Net Transaction Volume,0.012324786784686164
Merchant 6,Exceptional (800-850),4,Merchant Discount Rate,Net Transaction Volume,0.012106115650116754
Merchant 6,Exceptional (800-850),5,Merchant Discount Rate,Net Transaction Volume,0.012068754645266298
Merchant 6,Exceptional (800-850),6,Merchant Discount Rate,Net Transaction Volume,0.01177274798723986
Merchant 6,Fair (580-669),0,Merchant Discount Rate,Net Transaction Volume,0.012734651075148424
Merchant 6,Fair (580-669),1,Merchant Discount Rate,Net Transaction Volume,0.012627763682493657
Merchant 6,Fair (580-669),2,Merchant Discount Rate,Net Transaction Volume,0.012535192385038208
Merchant 6,Fair (580-669),3,Merchant Discount Rate,Net Transaction Volume,0.012270634320665247
Merchant 6,Fair (580-669),4,Merchant Discount Rate,Net Transaction Volume,0.012038729666924864
Merchant 6,Fair (580-669),5,Merchant Discount Rate,Net Transaction Volume,0.012115613825983314
Merchant 6,Fair (580-669),6,Merchant Discount Rate,Net Transaction Volume,0.011806179270702353
Merchant 6,Good (670-739),0,Merchant Discount Rate,Net Transaction Volume,0.012806653137981959
Merchant 6,Good (670-739),1,Merchant Discount Rate,Net Transaction Volume,0.012573255940072706
Merchant 6,Good (670-739),2,Merchant Discount Rate,Net Transaction Volume,0.012438346266218467
Merchant 6,Good (670-739),3,Merchant Discount Rate,Net Transaction Volume,0.012252723874769084
Merchant 6,Good (670-739),4,Merchant Discount Rate,Net Transaction Volume,0.011992223049557375
Merchant 6,Good (670-739),5,Merchant Discount Rate,Net Transaction Volume,0.011923020104484226
Merchant 6,Good (670-739),6,Merchant Discount Rate,Net Transaction Volume,0.01168382857703246
Merchant 6,Poor (300-579),0,Merchant Discount Rate,Net Transaction Volume,0.012693811915586349
Merchant 6,Poor (300-579),1,Merchant Discount Rate,Net Transaction Volume,0.012636586028812177
Merchant 6,Poor (300-579),2,Merchant Discount Rate,Net Transaction Volume,0.012287528796463483
Merchant 6,Poor (300-579),3,Merchant Discount Rate,Net Transaction Volume,0.01228309528885099
Merchant 6,Poor (300-579),4,Merchant Discount Rate,Net Transaction Volume,0.012131202503352704
Merchant 6,Poor (300-579),5,Merchant Discount Rate,Net Transaction Volume,0.011935161541023647
Merchant 6,Poor (300-579),6,Merchant Discount Rate,Net Transaction Volume,0.011754966887417218
Merchant 6,Very Good (740-799),0,Merchant Discount Rate,Net Transaction Volume,0.012684539580512407
Merchant 6,Very Good (740-799),1,Merchant Discount Rate,Net Transaction Volume,0.012629254958764572
Merchant 6,Very Good (740-799),2,Merchant Discount Rate,Net Transaction Volume,0.012406354435592442
Merchant 6,Very Good (740-799),3,Merchant Discount Rate,Net Transaction Volume,0.01225708211023991
Merchant 6,Very Good (740-799),4,Merchant Discount Rate,Net Transaction Volume,0.011945026335381899
Merchant 6,Very Good (740-799),5,Merchant Discount Rate,Net Transaction Volume,0.012038216560509555
Merchant 6,Very Good (740-799),6,Merchant Discount Rate,Net Transaction Volume,0.011721593013011223
Merchant 7,Exceptional (800-850),0,Merchant Discount Rate,Net Transaction Volume,0.010711357194498991
Merchant 7,Exceptional (800-850),1,Merchant Discount Rate,Net Transaction Volume,0.010645595624774438
Merchant 7,Exceptional (800-850),2,Merchant Discount Rate,Net Transaction Volume,0.010406234988212809
Merchant 7,Exceptional (800-850),3,Merchant Discount Rate,Net Transaction Volume,0.010199899589135135
Merchant 7,Exceptional (800-850),4,Merchant Discount Rate,Net Transaction Volume,0.01001190538303554
Merchant 7,Exceptional (800-850),5,Merchant Discount Rate,Net Transaction Volume,0.009943843309135735
Merchant 7,Fair (580-669),0,Merchant Discount Rate,Net Transaction Volume,0.010905193171049975
Merchant 7,Fair (580-669),1,Merchant Discount Rate,Net Transaction Volume,0.010588934577982188
Merchant 7,Fair (580-669),2,Merchant Discount Rate,Net Transaction Volume,0.01034541374855511
Merchant 7,Fair (580-669),3,Merchant Discount Rate,Net Transaction Volume,0.010120044170555337
Merchant 7,Fair (580-669),4,Merchant Discount Rate,Net Transaction Volume,0.010083427747450819
Merchant 7,Fair (580-669),5,Merchant Discount Rate,Net Transaction Volume,0.009991959652072217
Merchant 7,Good (670-739),0,Merchant Discount Rate,Net Transaction Volume,0.010794782441893922
Merchant 7,Good (670-739),1,Merchant Discount Rate,Net Transaction Volume,0.010610624765688203
Merchant 7,Good (670-739),2,Merchant Discount Rate,Net Transaction Volume,0.010482108685363896
Merchant 7,Good (670-739),3,Merchant Discount Rate,Net Transaction Volume,0.010232111573159099
Merchant 7,Good (670-739),4,Merchant Discount Rate,Net Transaction Volume,0.009921008423385318
Merchant 7,Good (670-739),5,Merchant Discount Rate,Net Transaction Volume,0.009989752877534971
Merchant 7,Poor (300-579),0,Merchant Discount Rate,Net Transaction Volume,0.010830124407582938
Merchant 7,Poor (300-579),1,Merchant Discount Rate,Net Transaction Volume,0.010623382733474476
Merchant 7,Poor (300-579),2,Merchant Discount Rate,Net Transaction Volume,0.010392291810048176
Merchant 7,Poor (300-579),3,Merchant Discount Rate,Net Transaction Volume,0.010190045248868778
Merchant 7,Poor (300-579),4,Merchant Discount Rate,Net Transaction Volume,0.010032596885186526
Merchant 7,Poor (300-579),5,Merchant Discount Rate,Net Transaction Volume,0.009672830725462305
Merchant 7,Very Good (740-799),0,Merchant Discount Rate,Net Transaction Volume,0.010770561118160087
Merchant 7,Very Good (740-799),1,Merchant Discount Rate,Net Transaction Volume,0.010532031499337867
Merchant 7,Very Good (740-799),2,Merchant Discount Rate,Net Transaction Volume,0.010370225781496233
Merchant 7,Very Good (740-799),3,Merchant Discount Rate,Net Transaction Volume,0.010173911225844212
Merchant 7,Very Good (740-799),4,Merchant Discount Rate,Net Transaction Volume,0.010075801026181582
Merchant 7,Very Good (740-799),5,Merchant Discount Rate,Net Transaction Volume,0.009709089030124528
Merchant 8,Exceptional (800-850),0,Merchant Discount Rate,Net Transaction Volume,0.011413468168237188
Merchant 8,Exceptional (800-850),1,Merchant Discount Rate,Net Transaction Volume,0.011202542926742321
Merchant 8,Exceptional (800-850),2,Merchant Discount Rate,Net Transaction Volume,0.010942824687618327
Merchant 8,Exceptional (800-850),3,Merchant Discount Rate,Net Transaction Volume,0.010608776989632864
Merchant 8,Exceptional (800-850),4,Merchant Discount Rate,Net Transaction Volume,0.010320385596824497
Merchant 8,Fair (580-669),0,Merchant Discount Rate,Net Transaction Volume,0.011428380366457136
Merchant 8,Fair (580-669),1,Merchant Discount Rate,Net Transaction Volume,0.011085604695763352
Merchant 8,Fair (580-669),2,Merchant Discount Rate,Net Transaction Volume,0.011037630042154929
Merchant 8,Fair (580-669),3,Merchant Discount Rate,Net Transaction Volume,0.010673502680027966
Merchant 8,Fair (580-669),4,Merchant Discount Rate,Net Transaction Volume,0.01064795122642847
Merchant 8,Good (670-739),0,Merchant Discount Rate,Net Transaction Volume,0.011374509719408647
Merchant 8,Good (670-739),1,Merchant Discount Rate,Net Transaction Volume,0.011170635671828267
Merchant 8,Good (670-739),2,Merchant Discount Rate,Net Transaction Volume,0.010886949758148806
Merchant 8,Good (670-739),3,Merchant Discount Rate,Net Transaction Volume,0.010627900088853786
Merchant 8,Good (670-739),4,Merchant Discount Rate,Net Transaction Volume,0.010443235530188175
Merchant 8,Poor (300-579),0,Merchant Discount Rate,Net Transaction Volume,0.011430141502953703
Merchant 8,Poor (300-579),1,Merchant Discount Rate,Net Transaction Volume,0.01112159230261296
Merchant 8,Poor (300-579),2,Merchant Discount Rate,Net Transaction Volume,0.01094809517938602
Merchant 8,Poor (300-579),3,Merchant Discount Rate,Net Transaction Volume,0.010662443916600687
Merchant 8,Poor (300-579),4,Merchant Discount Rate,Net Transaction Volume,0.010557474099654662
Merchant 8,Very Good (740-799),0,Merchant Discount Rate,Net Transaction Volume,0.011371046351383148
Merchant 8,Very Good (740-799),1,Merchant Discount Rate,Net Transaction Volume,0.011337354907554607
Merchant 8,Very Good (740-799),2,Merchant Discount Rate,Net Transaction Volume,0.011071285198141882
Merchant 8,Very Good (740-799),3,Merchant Discount Rate,Net Transaction Volume,0.01059877259910433
Merchant 8,Very Good (740-799),4,Merchant Discount Rate,Net Transaction Volume,0.010447923461622093
Merchant 9,ALL,0,Merchant Discount Rate,Net Transaction Volume,0.01202626150672701
Merchant 9,ALL,1,Merchant Discount Rate,Net Transaction Volume,0.011744342080039693
Merchant 9,ALL,2,Merchant Discount Rate,Net Transaction Volume,0.011460827286456223
Merchant 9,ALL,3,Merchant Discount Rate,Net Transaction Volume,0.011238979480377623
Merchant 1,Exceptional (800-850),0,Fee Revenue,Outstanding Balance,0.0003434461377669753
Merchant 1,Exceptional (800-850),1,Fee Revenue,Outstanding Balance,0.00040727129906964346
Merchant 1,Exceptional (800-850),2,Fee Revenue,Outstanding Balance,0.00046190867618463435
Merchant 1,Exceptional (800-850),3,Fee Revenue,Outstanding Balance,0.0005187332747267824
Merchant 1,Exceptional (800-850),4,Fee Revenue,Outstanding Balance,0.0005973790295823306
Merchant 1,Exceptional (800-850),5,Fee Revenue,Outstanding Balance,0.0006442901761225017
Merchant 1,Exceptional (800-850),6,Fee Revenue,Outstanding Balance,0.0007179491026501795
Merchant 1,Exceptional (800-850),7,Fee Revenue,Outstanding Balance,0.0007633794976163413
Merchant 1,Exceptional (800-850),8,Fee Revenue,Outstanding Balance,0.0007388092249999465
Merchant 1,Exceptional (800-850),9,Fee Revenue,Outstanding Balance,0.0007248261704008379
Merchant 1,Exceptional (800-850),10,Fee Revenue,Outstanding Balance,0.0006963455459337422
Merchant 1,Exceptional (800-850),11,Fee Revenue,Outstanding Balance,0.0006734228546541205
Merchant 1,Exceptional (800-850),12,Fee Revenue,Outstanding Balance,0.0006921602918420115
Merchant 1,Exceptional (800-850),13,Fee Revenue,Outstanding Balance,0.0006590955709402368
Merchant 1,Fair (580-669),0,Fee Revenue,Outstanding Balance,0.0017180045214512925
